用户编码,姓名,经历序号,起始时间（YYYY-MM-DD）,终止时间（（YYYY-MM-DD））,是否全国性组织,是否中央派出,一级关键词编码,地方一级关键词,二级关键词编码,地方二级关键词,地区级别,录入信息备注,地方三级关键词,基本大类别,职务一级关键词编码,职务一级关键词,录入信息备注,职务二级关键词,职务三级关键词,具体职务,级别,标志位,学历,序号
1993,徐明华,10,12/1/1992,3/1/1998,否,否,360000,江西省,360400,九江市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,常委,副厅,市常委（其他）,本科,10
1993,徐明华,11,1/1/1994,3/1/1998,否,否,360000,江西省,360400,九江市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,本科,11
1993,徐明华,12,3/1/1998,8/1/1999,否,否,360000,江西省,360800,吉安市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,行署专员,正厅,市长,本科,12
1993,徐明华,13,8/1/1999,8/1/2001,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,本科,13
1993,徐明华,14,8/1/2001,3/1/2008,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,14
1993,徐明华,15,3/1/2003,1/1/2004,是,否,840000,中央,,,,,,学校,80001,中央党校,,一年制中青年干部培训班,,学员,正厅,学校,本科,15
1993,徐明华,16,1/1/2008,1/1/2013,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（非常委）,本科,16
1993,徐明华,17,1/1/2013,7/1/2015,否,否,430000,湖南省,,,,,,人大,1000,人大常委会,,,,副主任,副部,无,本科,17
1994,张文雄,1,9/1/1980,8/1/1982,是,否,430000,湖南省,430600,岳阳市,地级市（区）,,,学校,81187,岳阳师范学校,,师范专业,,学生,无级别,学校,专科,1
1994,张文雄,2,8/1/1982,4/1/1985,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,政府_国务院,2636,教育部/厅/局,,,,干部,小于副处,无,专科,2
1994,张文雄,3,8/1/1982,4/1/1985,是,否,430000,湖南省,430600,岳阳市,地级市（区）,,,学校,81185,岳阳市第一中学,,团委,,书记,小于副处,学校,专科,3
1994,张文雄,4,4/1/1985,3/1/1987,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,岳阳县,党委,1303,宣传部（党委）,,,,干事,小于副处,无,专科,4
1994,张文雄,5,3/1/1987,2/1/1989,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,岳阳县,党委,1301,党委办公厅 /室,,调研组,,组长,小于副处,秘书,专科,5
1994,张文雄,6,3/1/1987,2/1/1989,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,岳阳县,党委,1301,党委办公厅 /室,,调研科,,科长,小于副处,秘书,专科,6
1994,张文雄,7,2/1/1989,11/1/1992,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,岳阳县,党委,1301,党委办公厅 /室,,,,副主任、主任,小于副处,秘书,专科,7
1994,张文雄,8,2/1/1989,11/1/1992,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,岳阳县,党委,1307,党委政策研究室,,,,主任,小于副处,秘书,专科,8
1994,张文雄,9,9/1/1984,7/1/1989,是,否,430000,湖南省,,,,,,学校,80660,湖南师范大学,,历史专业,,学员,小于副处,学校,本科,9
1994,张文雄,10,11/1/1992,5/1/1994,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,岳阳县,党委,1301,党委办公厅 /室,,,,主任,小于副处,秘书,本科,10
1994,张文雄,11,11/1/1992,5/1/1994,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,岳阳县,党委,1300,党委常委会/政治局 ,,,,常委,副处,无,本科,11
1994,张文雄,12,5/1/1994,7/1/1996,否,否,430000,湖南省,,,,,,党委,1301,党委办公厅 /室,,综合调研室,,副处级干部,副处,秘书,本科,12
1994,张文雄,13,5/1/1994,2/1/1997,否,否,430000,湖南省,,,,,,党委,1301,党委办公厅 /室,,综合调研室,,副主任,副处,秘书,本科,13
1994,张文雄,14,7/1/1996,2/1/1997,否,否,430000,湖南省,,,,,,党委,1301,党委办公厅 /室,,综合调研室,,调研员,副处,秘书,本科,14
1994,张文雄,15,2/1/1997,7/1/1998,否,否,430000,湖南省,,,,,,党委,1301,党委办公厅 /室,,综合调研室,,主任,正处,秘书,本科,15
1994,张文雄,16,7/1/1998,3/1/2001,否,否,430000,湖南省,,,,,,党委,1301,党委办公厅 /室,,,,副主任,副厅,秘书,本科,16
1994,张文雄,17,3/1/2001,3/1/2006,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,副厅,秘书,本科,17
1994,张文雄,18,9/1/1997,6/1/2001,是,否,430000,湖南省,,,,,,学校,80844,中南大学,,文法学院,科学技术哲学专业,学员,副厅,学校,硕士,18
1994,张文雄,19,2/1/2002,1/1/2003,是,否,840000,中央,,,,,,学校,80001,中央党校,,进修二班,,学员,副厅,学校,硕士,19
1994,张文雄,20,2/1/2003,3/1/2006,否,否,430000,湖南省,,,,,,党委,1307,党委政策研究室,,,,主任,正厅,秘书,硕士,20
1994,张文雄,21,3/1/2006,4/1/2007,否,否,430000,湖南省,431200,怀化市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,21
1994,张文雄,22,4/1/2007,3/1/2008,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,正厅,秘书,硕士,22
1994,张文雄,23,11/1/2007,3/1/2008,否,否,430000,湖南省,,,,,,党委,1301,党委办公厅 /室,,,,主任,正厅,秘书,硕士,23
1994,张文雄,24,3/1/2008,12/1/2011,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,24
1994,张文雄,25,11/1/2011,7/1/2015,否,否,430000,湖南省,,,,,,党委,1300,党委常委会/政治局 ,,,,常委,副部,省常委（其他）,硕士,25
1994,张文雄,26,12/1/2011,7/1/2015,否,否,430000,湖南省,,,,,,党委,1531,长株潭“两型社会”建设综合配套改革试验区,,工作委员会,,书记,副部,省常委（其他）,硕士,26
1995,李亿龙,1,2/1/1978,1/1/1980,是,否,430000,湖南省,430100,长沙市,地级市（区）,,,学校,81332,长沙市商业学校,,财务会计班,,学生,无级别,学校,专科,1
1995,李亿龙,2,1/1/1980,10/1/1980,是,否,430000,湖南省,430100,长沙市,地级市（区）,,,学校,81332,长沙市商业学校,,干部培训科,,教员,小于副处,学校,专科,2
1995,李亿龙,3,10/1/1980,7/1/1984,否,否,430000,湖南省,430100,长沙市,地级市（区）,,,政府_国务院,3289,第二商业局,,财会科,,干部,小于副处,无,专科,3
1995,李亿龙,4,7/1/1984,10/1/1989,否,否,430000,湖南省,430100,长沙市,地级市（区）,,,政府_国务院,3289,第二商业局,,办公室,,副主任、主任,小于副处,秘书,专科,4
1995,李亿龙,5,9/1/1983,7/1/1988,是,否,420000,湖北省,,,,,,学校,81093,中南财经政法大学（中南财经学院）,,财政税收专业,,学员,小于副处,学校,本科,5
1995,李亿龙,6,10/1/1989,3/1/1992,否,否,430000,湖南省,430100,长沙市,地级市（区）,,,政府_国务院,2661,政府/国务院法制办公室,,,,副主任、主任,副处,无,本科,6
1995,李亿龙,7,3/1/1992,8/1/1994,否,否,430000,湖南省,430100,长沙市,地级市（区）,,,政府_国务院,3144,法制局,,,,局长,副处,无,本科,7
1995,李亿龙,8,1/1/1995,6/1/1998,否,否,430000,湖南省,430100,长沙市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长、副主任、主任,正处,秘书,本科,8
1995,李亿龙,9,6/1/1998,12/1/2000,否,否,430000,湖南省,430100,长沙市,地级市（区）,,芙蓉区,政府_国务院,2600,政府/国务院（综合）,,,,区长,正处,无,本科,9
1995,李亿龙,10,6/1/1998,10/1/2000,否,否,430000,湖南省,430100,长沙市,地级市（区）,,芙蓉区,党委,1300,党委常委会/政治局 ,,,,副书记,正处,无,本科,10
1995,李亿龙,11,9/1/1997,7/1/1999,是,否,110000,北京市,,,,,,学校,11001,北京大学,,行政管理专业,,学员,正处,学校,硕士,11
1995,李亿龙,12,10/1/2000,9/1/2002,否,否,430000,湖南省,430100,长沙市,地级市（区）,,芙蓉区,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,硕士,12
1995,李亿龙,13,9/1/2002,5/1/2006,否,否,430000,湖南省,430100,长沙市,地级市（区）,,浏阳市,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,硕士,13
1995,李亿龙,14,12/1/2003,9/1/2006,否,否,430000,湖南省,430100,长沙市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,常委,副厅,市常委（其他）,硕士,14
1995,李亿龙,15,9/1/2006,5/1/2008,否,否,430000,湖南省,431200,怀化市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,硕士,15
1995,李亿龙,16,3/1/2008,3/1/2013,否,否,430000,湖南省,431200,怀化市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,16
1995,李亿龙,17,3/1/2013,7/1/2015,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,17
1995,李亿龙,18,4/1/2013,7/1/2015,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,,军队,7172,警备区,,党委,,第一书记,正厅,军队,硕士,18
1996,陈叔红,1,7/1/1970,12/1/1971,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,衡阳市（县级）,地方企业,8622,衡阳市有机合成化工厂,,,,工人、干部,小于副处,无,不详,1
1996,陈叔红,2,12/1/1971,3/1/1972,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,衡阳市（县级）,地方企业,8621,衡阳市工业公司,,党委办公室,,干部,小于副处,秘书,不详,2
1996,陈叔红,3,3/1/1972,7/1/1973,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,衡阳市（县级）,党委,1301,党委办公厅 /室,,,,干部,小于副处,秘书,不详,3
1996,陈叔红,4,7/1/1973,11/1/1981,否,否,430000,湖南省,430400,衡阳市,地级市（区）,,,共青团,4600,共青团委,,,,书记,正处,无,不详,4
1996,陈叔红,5,11/1/1981,3/1/1987,否,是,430000,湖南省,,,,,,共青团,4600,共青团委,,,,副书记,副厅,无,不详,5
1996,陈叔红,6,11/1/1981,3/1/1987,否,否,430000,湖南省,,,,,,共青团,4604,青年联合会,,,,副主席,副厅,无,不详,6
1996,陈叔红,7,9/1/1983,9/1/1985,是,否,430000,湖南省,,,,,,学校,80660,湖南师范大学,,干部培训部,中文专业,学员,副厅,学校,本科,7
1996,陈叔红,8,3/1/1987,9/1/1989,否,否,430000,湖南省,431000,郴州市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,行署副专员,副厅,副市长（非常委）,本科,8
1996,陈叔红,9,8/1/1990,9/1/1992,否,否,430000,湖南省,431000,郴州市,地级市（区）,,郴州市,党委,1300,党委常委会/政治局 ,,,,书记,副厅,无,本科,9
1996,陈叔红,10,9/1/1989,11/1/1992,否,否,430000,湖南省,431000,郴州市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,10
1996,陈叔红,11,2/1/1992,7/1/1992,是,否,840000,中央,,,,,,学校,80001,中央党校,,地厅级干部进修班,,学员,副厅,学校,本科,11
1996,陈叔红,12,11/1/1992,8/1/1995,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,12
1996,陈叔红,13,1/1/1995,8/1/1995,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,本科,13
1996,陈叔红,14,8/1/1995,3/1/1997,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,14
1996,陈叔红,15,9/1/1995,3/1/1997,是,否,110000,北京市,,,,,,学校,11002,清华大学,,人文社会科学学院,专门史,学生,正厅,学校,硕士,15
1996,陈叔红,16,3/1/1997,12/1/1997,否,否,430000,湖南省,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,副主任,正厅,无,硕士,16
1996,陈叔红,17,12/1/1997,4/1/2000,否,否,430000,湖南省,,,,,,政府_国务院,2619,外经贸部/厅/局,,,,党组书记,正厅,无,硕士,17
1996,陈叔红,18,3/1/1998,4/1/2000,否,否,430000,湖南省,,,,,,政府_国务院,2619,外经贸部/厅/局,,,,主任,正厅,无,硕士,18
1996,陈叔红,19,4/1/2000,2/1/2003,否,否,430000,湖南省,,,,,,政府_国务院,2619,外经贸部/厅/局,,,,厅长,正厅,无,硕士,19
1996,陈叔红,20,3/1/2002,1/1/2003,是,否,840000,中央,,,,,,学校,80001,中央党校,,一年制中青年干部培训班,,学员,正厅,学校,硕士,20
1996,陈叔红,21,2/1/2003,1/1/2008,否,否,430000,湖南省,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,主任,正厅,无,硕士,21
1996,陈叔红,22,4/1/2007,1/1/2008,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,党组成员,副部,无,硕士,22
1996,陈叔红,23,3/1/2008,3/1/2013,否,否,430000,湖南省,,,,,,人大,1000,人大常委会,,,,副主任,副部,无,硕士,23
1997,蒋建国,1,9/1/1975,8/1/1977,是,否,430000,湖南省,430700,常德市,地级市（区）,,,学校,81193,常德师范专科学校,,中文系,,学生,无级别,学校,本科,1
1997,蒋建国,2,8/1/1977,12/1/1978,否,否,430000,湖南省,430700,常德市,地级市（区）,,汉寿县,党委,1302,组织部 （党委）,,,,干部,小于副处,无,本科,2
1997,蒋建国,3,1/1/1979,9/1/1980,否,否,430000,湖南省,430700,常德市,地级市（区）,,,党委,1302,组织部 （党委）,,,,干部,小于副处,无,本科,3
1997,蒋建国,4,10/1/1980,12/1/1984,否,否,430000,湖南省,,,,,,党委,1302,组织部 （党委）,,组织处,,干部,小于副处,无,本科,4
1997,蒋建国,5,12/1/1984,6/1/1986,否,否,430000,湖南省,,,,,,党委,1302,组织部 （党委）,,办公室,,主任科员,小于副处,秘书,本科,5
1997,蒋建国,6,7/1/1986,3/1/1992,否,否,430000,湖南省,,,,,,党委,1302,组织部 （党委）,,研究室,,副主任、主任,正处,秘书,本科,6
1997,蒋建国,7,3/1/1992,1/1/1994,否,否,430000,湖南省,430900,益阳市,地级市（区）,,益阳市（县级）,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,本科,7
1997,蒋建国,8,3/1/1993,8/1/1995,否,否,430000,湖南省,430900,益阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,8
1997,蒋建国,9,8/1/1995,11/1/2000,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,9
1997,蒋建国,10,10/1/1995,4/1/2000,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,本科,10
1997,蒋建国,11,9/1/1993,7/1/1996,是,否,430000,湖南省,,,,,,学校,43004,湖南大学,,国际商学院,工业外贸专业,学员,正厅,学校,硕士,11
1997,蒋建国,12,11/1/2000,4/1/2004,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,12
1997,蒋建国,13,3/1/2000,1/1/2001,是,否,840000,中央,,,,,,学校,80001,中央党校,,一年制中青年干部培训班,,学员,正厅,学校,硕士,13
1997,蒋建国,14,4/1/2004,10/1/2008,否,否,430000,湖南省,,,,,,党委,1303,宣传部（党委）,,,,部长,副部,省常委（其他）,硕士,14
1997,蒋建国,15,10/1/2008,3/1/2013,是,否,840000,中央,,,,,,政府_国务院,2651,新闻出版署/版权局,,,,副署长,正部,无,硕士,15
1997,蒋建国,16,10/1/2008,3/1/2013,是,否,840000,中央,,,,,,政府_国务院,3234,全国“扫黄打非”工作小组,,,,副组长、办公室主任,正部,秘书,硕士,16
1997,蒋建国,17,3/1/2013,12/1/2014,是,否,840000,中央,,,,,,政府_国务院,2651,新闻出版署/版权局,,,,副局长,正部,无,硕士,17
1997,蒋建国,18,12/1/2014,7/1/2015,是,否,840000,中央,,,,,,党委,1309,对外宣传办公室/政府新闻办/网宣办),,,,主任,正部,无,硕士,18
1997,蒋建国,19,12/1/2014,7/1/2015,是,否,840000,中央,,,,,,党委,1303,宣传部（党委）,,,,副部长,正部,无,硕士,19
1998,余爱国,1,12/1/1972,10/1/1979,否,否,650000,新疆维吾尔自治区,,,,,,军队,7012,省级军区,,36182部队,,战士、班长、排长,小于副处,军队,不详,1
1998,余爱国,2,10/1/1979,3/1/1983,否,否,650000,新疆维吾尔自治区,,,,,,军队,7012,省级军区,,36183部队,组织股,副连职干事,小于副处,军队,不详,2
1998,余爱国,3,3/1/1983,5/1/1985,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,干部科,,干事,小于副处,无,不详,3
1998,余爱国,4,3/1/1983,5/1/1985,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,组织科,,干事,小于副处,无,不详,4
1998,余爱国,5,5/1/1985,7/1/1987,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,人事处,,干事,小于副处,无,不详,5
1998,余爱国,6,7/1/1987,4/1/1988,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,催化剂厂,筛车间党支部,副书记,小于副处,无,不详,6
1998,余爱国,7,4/1/1988,5/1/1988,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,分子筛车间,,行政副主任,小于副处,无,不详,7
1998,余爱国,8,5/1/1988,12/1/1988,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,劳动服务公司,党委办公室,副主任,小于副处,秘书,不详,8
1998,余爱国,9,12/1/1988,8/1/1990,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,劳动服务公司,党委办公室,主任,小于副处,秘书,不详,9
1998,余爱国,10,8/1/1990,9/1/1992,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,劳动服务公司,党委,副书记,副处,无,不详,10
1998,余爱国,11,9/1/1992,5/1/1993,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,兴长公司,党委,副书记,副处,无,不详,11
1998,余爱国,12,5/1/1993,7/1/1995,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,8640,长岭炼油厂,,兴长公司,党委,书记,正处,无,不详,12
1998,余爱国,13,9/1/1991,7/1/1994,是,否,430000,湖南省,430100,长沙市,地级市（区）,,,学校,81261,湖南教育学院,,政治专业,,学员,正处,学校,本科,13
1998,余爱国,14,7/1/1995,6/1/1996,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,地方企业,6540,巴陵石化公司,,长岭炼油化工厂,,党委副书记、报社社长,正处,无,本科,14
1998,余爱国,15,6/1/1996,4/1/2000,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（非常委）,本科,15
1998,余爱国,16,4/1/2000,4/1/2003,否,否,430000,湖南省,430600,岳阳市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,本科,16
1998,余爱国,17,11/1/2001,10/1/2004,是,否,810000,香港特别行政区,,,,,,学校,71001,香港大学,,工商管理专业,,学员,副厅,学校,硕士,17
1998,余爱国,18,4/1/2003,1/1/2010,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,硕士,18
1998,余爱国,19,12/1/2003,9/1/2006,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,党委,1308,纪律检查委员会,,,,纪委书记,副厅,市委副书记（专职）,硕士,19
1998,余爱国,20,1/1/2007,1/1/2011,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,硕士,20
1998,余爱国,21,1/1/2010,1/1/2014,否,否,430000,湖南省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,硕士,21
1998,余爱国,22,2/1/2012,1/1/2014,否,否,430000,湖南省,,,,,,政府_国务院,2662,政府/国务院办公厅,,,,副主任,正厅,秘书,硕士,22
1999,史耀斌,1,6/1/1978,10/1/1978,否,否,150000,内蒙古自治区,150500,通辽市,地级市（区）,,奈曼旗,政府_国务院,3262,广播事业局,,,,工人,小于副处,无,不详,1
1999,史耀斌,2,10/1/1978,9/1/1982,是,否,220000,吉林省,,,,,,学校,81135,吉林财经大学（吉林财贸学院）,,会计统计系,会计专业,学生,无级别,学校,本科,2
1999,史耀斌,3,9/1/1982,8/1/1984,是,否,220000,吉林省,,,,,,学校,81135,吉林财经大学（吉林财贸学院）,,经济系,,教师,小于副处,学校,本科,3
1999,史耀斌,4,8/1/1984,8/1/1987,是,否,840000,中央,,,,,,学校,81026,财政部财政科学研究所,,研究部,会计专业,学生,无级别,学校,硕士,4
1999,史耀斌,5,7/1/1987,2/1/1988,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,财税改革办公室,,科员,小于副处,无,硕士,5
1999,史耀斌,6,2/1/1988,3/1/1993,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,财税体制改革司,,主任科员,小于副处,无,硕士,6
1999,史耀斌,7,9/1/1991,10/1/1992,是,否,830300,英国,,,,,,学校,81189,巴斯大学,,社会经济学院,税收专业,学生,小于副处,学校,硕士,7
1999,史耀斌,8,3/1/1993,7/1/1994,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,财税体制改革司,一处,副处长,副处,无,硕士,8
1999,史耀斌,9,7/1/1994,12/1/1995,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,税收司,农业税处,副处长,副处,无,硕士,9
1999,史耀斌,10,12/1/1995,3/1/1997,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,税收司,农业税处,处长,正处,无,硕士,10
1999,史耀斌,11,3/1/1997,7/1/1998,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,税收司,综合处,处长,正处,无,硕士,11
1999,史耀斌,12,7/1/1998,6/1/2000,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,税制税则司,综合处,处长,正处,无,硕士,12
1999,史耀斌,13,6/1/2000,11/1/2001,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,税政司,所得税处,处长,正处,无,硕士,13
1999,史耀斌,14,9/1/1996,7/1/2000,是,否,840000,中央,,,,,,学校,81026,财政部财政科学研究所,,研究生部,财政学专业,学生,正处,学校,博士,14
1999,史耀斌,15,11/1/2001,7/1/2005,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,税政司,,副司长,副厅,无,博士,15
1999,史耀斌,16,7/1/2005,11/1/2010,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,税政司,,司长,正厅,无,博士,16
1999,史耀斌,17,11/1/2010,12/1/2011,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,正厅,市委副书记（专职）,博士,17
1999,史耀斌,18,1/1/2011,12/1/2011,否,否,430000,湖南省,430300,湘潭市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,博士,18
1999,史耀斌,19,12/1/2011,8/1/2013,否,否,430000,湖南省,,,,,,政府_国务院,2615,财政部/厅/局,,,,厅长,正厅,无,博士,19
1999,史耀斌,20,8/1/2013,7/1/2015,是,否,840000,中央,,,,,,政府_国务院,2615,财政部/厅/局,,,,副部长,副部,无,博士,20
1999,史耀斌,21,6/1/2015,7/1/2015,是,否,840000,中央,,,,,,政府_国务院,2617,人民银行,,货币政策委员会,,委员,副部,无,博士,21
2000,孙载夫,1,9/1/1965,9/1/1969,是,否,430000,湖南省,,,,,,学校,81257,湖南师范大学（原湖南省师范学院）,,中文系,中国语言文学专业,学生,无级别,学校,本科,1
2000,孙载夫,2,9/1/1969,8/1/1970,否,否,430000,湖南省,433100,湘西土家族苗族自治州,地级市（区）,,永顺县,基层组织,4269,永茂公社,,,,劳动锻炼,无级别,无,本科,2
2000,孙载夫,3,8/1/1970,12/1/1971,是,否,430000,湖南省,430700,常德市,地级市（区）,,汉寿县,学校,81235,毓德铺公社中学,,,,教师,无级别,学校,本科,3
2000,孙载夫,4,12/1/1971,10/1/1974,否,否,430000,湖南省,430700,常德市,地级市（区）,,汉寿县,政府_国务院,2974,文教局/办公室,,,,干部,小于副处,无,本科,4
2000,孙载夫,5,10/1/1974,12/1/1975,否,否,430000,湖南省,430700,常德市,地级市（区）,,汉寿县,政府_国务院,3241,农田基本建设指挥部,,,,干部,小于副处,无,本科,5
2000,孙载夫,6,12/1/1975,3/1/1980,否,否,430000,湖南省,430700,常德市,地级市（区）,,汉寿县,党委,1301,党委办公厅 /室,,,,干部,小于副处,秘书,本科,6
2000,孙载夫,7,3/1/1980,10/1/1983,否,否,430000,湖南省,,,,,,人大,1001,人大办公厅,,,,干部,小于副处,秘书,本科,7
2000,孙载夫,8,3/1/1980,10/1/1983,否,否,430000,湖南省,,,,,,人大,1001,人大办公厅,,法制处,,干部,小于副处,秘书,本科,8
2000,孙载夫,9,10/1/1983,3/1/1985,否,否,430000,湖南省,,,,,,人大,1001,人大办公厅,,综合处,,处长,正处,秘书,本科,9
2000,孙载夫,10,10/1/1983,3/1/1985,否,否,430000,湖南省,,,,,,人大,1001,人大办公厅,,研究室,,主任,正处,秘书,本科,10
2000,孙载夫,11,3/1/1985,12/1/1986,否,否,430000,湖南省,430700,常德市,地级市（区）,,桃源县,党委,1300,党委常委会/政治局 ,,,,副书记（挂职）,正处,无,本科,11
2000,孙载夫,12,12/1/1986,2/1/1991,否,否,430000,湖南省,,,,,,人大,1000,人大常委会,,,,副秘书长,副厅,秘书,本科,12
2000,孙载夫,13,3/1/1989,7/1/1989,是,否,840000,中央,,,,,,学校,80001,中央党校,,,,学员,副厅,学校,本科,13
2000,孙载夫,14,2/1/1991,9/1/1992,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,常务副书记,副厅,市委副书记（专职）,本科,14
2000,孙载夫,15,8/1/1992,8/1/1995,否,否,430000,湖南省,430500,邵阳市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,15
2000,孙载夫,16,8/1/1995,8/1/1998,否,否,430000,湖南省,,,,,,党委,1308,纪律检查委员会,,,,纪委副书记,正厅,无,本科,16
2000,孙载夫,17,8/1/1995,8/1/1998,否,否,430000,湖南省,,,,,,政府_国务院,2608,监察部/厅/局,,,,厅长,正厅,无,本科,17
2000,孙载夫,18,9/1/1995,7/1/1996,是,否,840000,中央,,,,,,学校,80001,中央党校,,中青年干部培训班,,学员,正厅,学校,本科,18
2000,孙载夫,19,8/1/1998,11/1/2006,否,否,430000,湖南省,,,,,,党委,1308,纪律检查委员会,,,,纪委书记,副部,省常委（其他）,本科,19
